County,County Code,ICD-10 113 Cause List,ICD-10 113 Cause List Code,Deaths,Population,suicideRate
"Dodge County, WI",55027,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,17,88502, 
"Eau Claire County, WI",55035,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,21,102105,20.6
"Fond du Lac County, WI",55039,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,101973, 
"Jefferson County, WI",55055,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,13,84559, 
"Kenosha County, WI",55059,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,31,168437,18.4
"La Crosse County, WI",55063,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,25,118212,21.1
"Manitowoc County, WI",55071,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,24,79806,30.1
"Marathon County, WI",55073,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,135868, 
"Milwaukee County, WI",55079,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,96,957735,10
"Monroe County, WI",55081,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,45549, 
"Outagamie County, WI",55087,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,29,183245,15.8
"Polk County, WI",55095,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,43441, 
"Portage County, WI",55097,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,70408, 
"Racine County, WI",55101,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,38,195080,19.5
"Rock County, WI",55105,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,30,161448,18.6
"St. Croix County, WI",55109,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,87513, 
"Sauk County, WI",55111,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,63642, 
"Sheboygan County, WI",55117,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,115569, 
"Walworth County, WI",55127,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,16,102804, 
"Washington County, WI",55131,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,14,133674, 
"Waukesha County, WI",55133,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,58,396488,14.6
"Winnebago County, WI",55139,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,20,169546,11.8
"Wood County, WI",55141,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,15,73435, 
"Fremont County, WY",56013,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,40315, 
"Laramie County, WY",56021,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,27,97121,27.8
"Natrona County, WY",56025,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,28,82178,34.1
"Park County, WY",56029,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,10,29228, 
"Sheridan County, WY",56033,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,12,30009, 
"Sweetwater County, WY",56037,"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",GR113-124,11,44626, 
